file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\text\ExtendedMessageFormatTest.java,org.apache.commons.lang3.text.ExtendedMessageFormatTest$UpperCaseFormatFactory,innerclass,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,20,26,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\FunctionsTest.java,org.apache.commons.lang3.FunctionsTest$Anonymous11,anonymous,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,-1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\builder\ToStringBuilderTest.java,org.apache.commons.lang3.builder.ToStringBuilderTest$InheritedReflectionStaticFieldsFixture,innerclass,1,1,0,1,0,2,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,4,0,0,0,0,0,2,1,2,0,2,0,0,0,0,11,16,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\FunctionsTest.java,org.apache.commons.lang3.FunctionsTest$Anonymous16,anonymous,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,-1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\FunctionsTest.java,org.apache.commons.lang3.FunctionsTest$Anonymous17,anonymous,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,-1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotNaN$WithMessage,innerclass,3,3,0,3,4,1,0,4,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,5,1,1,0,1,0,0,0,1,19,16,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\function\FailableDoubleBinaryOperator.java,org.apache.commons.lang3.function.FailableDoubleBinaryOperator,interface,0,1,1,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\function\FailableLongConsumer.java,org.apache.commons.lang3.function.FailableLongConsumer,interface,2,4,2,2,3,1,0,2,3,0.6666667,0.0,0.0,3,1,0,0,0,3,3,0,0,0,1,0,0,0,0,1,0,0,1,17,2,0,0,0,0,2,0,1,0,2,1,0,0,2,47,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\FunctionsTest.java,org.apache.commons.lang3.FunctionsTest$Anonymous14,anonymous,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,-1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\FunctionsTest.java,org.apache.commons.lang3.FunctionsTest$Anonymous15,anonymous,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,-1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\concurrent\UncheckedFuture.java,org.apache.commons.lang3.concurrent.UncheckedFuture,interface,4,9,5,4,5,1,0,5,10,0.0,0.0,0.0,5,3,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\function\FailableIntUnaryOperator.java,org.apache.commons.lang3.function.FailableIntUnaryOperator,interface,2,3,1,2,5,1,0,2,10,0.8,0.0,0.0,5,2,0,0,0,5,5,0,0,0,1,0,0,0,0,1,0,0,2,18,4,0,0,0,0,2,1,1,0,3,0,0,0,4,57,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\reflect\MethodUtilsTest.java,org.apache.commons.lang3.reflect.MethodUtilsTest$PublicImpl2OfPackagePrivateEmptyInterface,innerclass,1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\concurrent\Computable.java,org.apache.commons.lang3.concurrent.Computable,interface,2,4,2,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\StringUtilsEmptyBlankTest.java,org.apache.commons.lang3.StringUtilsEmptyBlankTest,class,2,2,0,2,12,2,0,16,66,0.0,0.0,0.0,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,118,0,0,0,0,0,0,0,0,25,0,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\builder\EqualsBuilderTest.java,org.apache.commons.lang3.builder.EqualsBuilderTest$TestTSubObject2,innerclass,1,1,0,1,3,1,0,0,0,0.0,0.0,0.0,3,0,2,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,8,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\time\CalendarUtils.java,org.apache.commons.lang3.time.CalendarUtils,class,1,3,2,1,20,1,0,23,61,0.75438595,0.0,0.0,19,6,13,1,0,5,18,0,0,0,3,1,1,2,0,0,3,0,15,69,18,0,1,0,0,2,0,6,0,7,1,0,0,1,80,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\AnnotationUtils.java,org.apache.commons.lang3.AnnotationUtils,class,14,17,3,14,54,1,0,46,45,0.9,0.0,0.0,10,9,5,5,0,0,5,0,0,0,1,1,0,1,0,0,1,0,31,193,40,4,10,3,0,3,5,13,1,11,4,1,0,0,189,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\mutable\Mutable.java,org.apache.commons.lang3.mutable.Mutable,interface,2,11,9,2,3,1,0,1,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ArraySorterTest.java,org.apache.commons.lang3.ArraySorterTest,class,11,11,0,11,9,2,0,21,36,0.0,0.0,0.0,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,29,65,0,0,0,0,0,4,14,18,0,18,0,0,0,0,23,0,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\math\Fraction.java,org.apache.commons.lang3.math.Fraction,class,1,3,2,1,132,2,0,42,242,0.92438275,0.0,0.0,36,11,27,9,0,0,27,0,0,0,18,13,12,6,0,0,16,0,52,415,57,4,52,0,13,34,116,103,56,67,3,0,0,0,352,17,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\function\FailableTest.java,org.apache.commons.lang3.function.FailableTest$FailureOnOddInvocations,innerclass,2,2,0,2,10,1,0,1,34,0.7777778,0.0,0.0,9,7,0,1,0,8,8,0,0,0,1,1,0,1,0,0,0,0,7,39,6,0,1,0,0,1,4,2,3,2,1,0,0,0,22,9,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\function\Functions.java,org.apache.commons.lang3.function.Functions,class,4,5,1,4,8,1,0,5,15,0.0,0.0,0.0,6,5,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,19,5,0,2,0,0,1,0,0,0,0,0,0,0,0,97,17,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\time\DurationUtils.java,org.apache.commons.lang3.time.DurationUtils,class,10,14,4,10,30,1,0,30,153,0.9444444,0.0,0.0,18,17,15,2,0,1,16,0,0,0,1,1,0,0,0,1,1,0,26,84,23,0,2,1,0,3,1,2,1,3,1,0,0,1,153,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\Diffable.java,org.apache.commons.lang3.builder.Diffable,interface,2,9,7,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\DiffBuilder.java,org.apache.commons.lang3.builder.DiffBuilder$SerializableSupplier,interface,1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\ClassUtils.java,org.apache.commons.lang3.ClassUtils$Anonymous1,anonymous,0,0,0,0,4,1,0,2,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,8,-1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\function\FailableLongPredicateTest.java,org.apache.commons.lang3.function.FailableLongPredicateTest,class,4,4,0,4,12,2,0,11,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,2,51,0,0,0,0,0,1,12,11,0,24,1,0,0,16,42,0,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\ClassUtils.java,org.apache.commons.lang3.ClassUtils$Anonymous2,anonymous,1,1,0,1,7,1,0,8,4,0.5,0.0,0.0,4,0,3,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,29,3,1,0,0,0,0,0,5,0,4,2,0,0,0,15,-1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\event\EventUtilsTest.java,org.apache.commons.lang3.event.EventUtilsTest$MultipleEventSource,innerclass,2,2,0,2,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,9,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotEmpty$WithCollection$WithMessage,innerclass,4,4,0,4,4,1,0,10,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,7,0,3,0,3,0,0,0,2,25,16,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\StringUtilsJoinExceptionTest.java,org.apache.commons.lang3.StringUtilsJoinExceptionTest,class,1,1,0,1,16,1,0,4,0,0.0,0.0,0.0,16,0,16,0,0,0,16,0,0,0,2,2,0,2,0,0,2,0,1,52,0,0,0,0,0,0,46,2,3,2,0,0,0,32,117,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\builder\DiffResultTest.java,org.apache.commons.lang3.builder.DiffResultTest$SimpleClass,innerclass,4,4,0,4,3,1,0,3,0,0.0,0.0,0.0,3,1,1,0,0,2,3,0,0,0,1,0,0,1,0,0,1,0,1,12,2,0,0,0,0,1,0,1,0,1,0,0,0,0,8,26,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\reflect\MethodUtilsTest.java,org.apache.commons.lang3.reflect.MethodUtilsTest$ConcreteGetMatchingMethod2,innerclass,1,1,0,1,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$ExclusiveBetween$WithDouble$WithMessage,innerclass,3,3,0,3,5,1,0,4,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,9,3,4,0,4,0,0,0,4,22,16,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\event\EventUtils.java,org.apache.commons.lang3.event.EventUtils$EventBindingInvocationHandler,innerclass,2,2,0,2,7,1,0,10,0,0.11111111,0.0,0.0,3,0,1,1,0,1,2,0,0,0,3,0,0,3,0,0,3,0,4,22,4,0,1,0,0,0,0,3,0,3,2,0,0,0,50,26,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\reflect\testbed\AnotherChild.java,org.apache.commons.lang3.reflect.testbed.AnotherChild,class,1,3,2,1,0,2,1,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\text\StrBuilder.java,org.apache.commons.lang3.text.StrBuilder$StrBuilderReader,innerclass,3,3,0,3,21,2,0,6,6,0.5555556,0.0,0.0,9,0,8,0,0,1,9,0,0,0,2,0,0,2,0,0,0,0,2,53,9,0,1,0,0,0,9,6,7,2,1,0,0,0,36,16,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\reflect\testbed\PrivatelyShadowedChild.java,org.apache.commons.lang3.reflect.testbed.PrivatelyShadowedChild,class,1,2,1,1,0,2,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,6,0,0,0,0,0,2,2,4,0,4,0,0,0,0,9,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\function\FailableToDoubleFunctionTest.java,org.apache.commons.lang3.function.FailableToDoubleFunctionTest,class,3,3,0,3,4,2,0,6,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,4,3,4,1,6,1,0,0,3,32,0,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\reflect\TypeUtils.java,org.apache.commons.lang3.reflect.TypeUtils,class,14,21,7,14,271,1,0,143,1703,0.9788135,0.0,0.0,59,58,27,32,0,0,27,0,4,0,4,4,1,3,0,0,4,0,182,919,152,32,49,0,23,40,34,119,11,105,4,0,4,5,403,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\text\StrBuilder.java,org.apache.commons.lang3.text.StrBuilder$StrBuilderWriter,innerclass,2,2,0,2,8,2,0,5,28,0.0,0.0,0.0,8,0,7,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\time\FastDateParser.java,org.apache.commons.lang3.time.FastDateParser$TimeZoneStrategy,innerclass,8,8,0,8,17,3,0,24,0,0.5,0.0,0.0,4,1,1,0,0,3,4,0,0,0,5,3,0,5,0,0,5,0,10,87,2,3,4,0,0,10,4,22,4,20,3,0,1,1,115,8,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\Strings.java,org.apache.commons.lang3.Strings$CsStrings,innerclass,2,2,0,2,21,2,0,8,21,0.0,0.0,0.0,7,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,50,14,1,8,0,0,0,8,2,0,2,2,0,0,0,31,26,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\concurrent\CircuitBreakingExceptionTest.java,org.apache.commons.lang3.concurrent.CircuitBreakingExceptionTest,class,3,3,0,3,7,3,0,8,21,0.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,6,0,6,1,0,0,4,39,0,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\function\FailableBooleanSupplier.java,org.apache.commons.lang3.function.FailableBooleanSupplier,interface,0,2,2,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\concurrent\CallableBackgroundInitializerTest.java,org.apache.commons.lang3.concurrent.CallableBackgroundInitializerTest$TestCallable,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,24,26,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\reflect\TypeUtilsTest.java,org.apache.commons.lang3.reflect.AAClass$BBClass,innerclass,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\exception\ContextedRuntimeException.java,org.apache.commons.lang3.exception.ContextedRuntimeException,class,4,6,2,4,15,4,0,9,0,0.5714286,0.0,0.0,14,0,14,0,0,0,14,0,0,0,2,1,0,2,0,0,2,0,0,55,9,0,1,0,0,0,1,7,0,2,1,0,0,0,180,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ClassUtilsTest.java,org.apache.commons.lang3.ClassUtilsTest$5Named,innerclass,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\reflect\TypeUtilsTest.java,org.apache.commons.lang3.reflect.AClass$DClass,innerclass,2,2,0,2,0,3,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\function\FailableByteConsumerTest.java,org.apache.commons.lang3.function.FailableByteConsumerTest,class,4,4,0,4,7,2,0,9,21,0.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,2,9,15,0,22,1,0,0,10,45,0,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\reflect\ConstructorUtilsTest.java,org.apache.commons.lang3.reflect.ConstructorUtilsTest$PrivateClass$PublicInnerClass,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,9,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\text\translate\OctalUnescaperTest.java,org.apache.commons.lang3.text.translate.OctalUnescaperTest,class,3,3,0,3,1,2,0,2,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,40,0,25,4,3,0,0,0,0,26,0,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\mutable\MutableFloatTest.java,org.apache.commons.lang3.mutable.MutableFloatTest,class,5,5,0,5,26,2,0,31,325,0.0,0.0,0.0,26,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,21,178,0,0,0,0,0,5,131,36,0,34,0,0,0,3,51,0,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\exception\UncheckedIllegalAccessException.java,org.apache.commons.lang3.exception.UncheckedIllegalAccessException,class,1,2,1,1,1,6,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,37,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\builder\IDKeyTest.java,org.apache.commons.lang3.builder.IDKeyTest,class,3,3,0,3,1,2,0,2,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$ExclusiveBetween$WithLong$WithoutMessage,innerclass,3,3,0,3,5,1,0,4,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,4,3,4,0,4,0,0,0,4,33,16,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\Strings.java,org.apache.commons.lang3.Strings,class,9,22,13,9,77,4,4,24,344,0.9196428,0.0,0.0,28,3,24,3,0,1,25,6,1,0,4,2,2,2,0,0,4,0,21,335,42,7,17,0,0,0,15,15,7,11,3,0,3,0,237,1025,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\function\FailableBiFunctionTest.java,org.apache.commons.lang3.function.FailableBiFunctionTest,class,5,5,0,5,7,2,0,8,21,0.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,14,2,11,5,23,1,0,0,10,46,0,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\math\NumberUtilsTest.java,org.apache.commons.lang3.math.NumberUtilsTest,class,10,11,1,10,172,2,0,96,11026,0.0,0.0,0.0,149,1,4,13,6,126,136,0,0,0,0,0,0,0,0,0,0,0,376,1397,14,3,6,4,1,992,1063,62,95,62,2,0,0,34,238,0,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$MatchesPattern$WithoutMessage,innerclass,3,3,0,3,2,1,0,4,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,5,0,1,0,1,0,0,0,1,26,16,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\builder\DiffResultTest.java,org.apache.commons.lang3.builder.DiffResultTest,class,11,11,0,11,12,2,0,37,0,0.42424247,0.0,0.0,11,0,0,0,0,11,11,0,0,0,3,3,0,3,0,0,3,0,6,80,0,1,0,0,0,6,2,24,0,24,1,0,2,4,68,0,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\builder\EqualsBuilderTest.java,org.apache.commons.lang3.builder.EqualsBuilderTest$TestRecursiveObject,innerclass,1,1,0,1,4,1,0,0,0,0.5,0.0,0.0,4,0,3,0,0,1,4,0,0,0,3,0,0,3,0,0,2,0,0,18,3,0,0,0,0,0,0,2,0,3,0,0,0,0,11,8,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\function\ToBooleanBiFunctionTest.java,org.apache.commons.lang3.function.ToBooleanBiFunctionTest,class,3,3,0,3,1,2,0,4,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,1,0,3,0,0,0,1,14,0,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\math\IEEE754rUtils.java,org.apache.commons.lang3.math.IEEE754rUtils,class,4,5,1,4,29,1,0,13,78,0.0,0.0,0.0,13,12,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,32,88,20,4,4,0,0,8,12,12,0,8,1,0,0,0,62,1,0
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotEmpty$WithArray$WithMessage,innerclass,4,4,0,4,4,1,0,7,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,7,1,3,0,3,0,0,0,2,26,16,0
