App,Tag,FilePath,RelativeFilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\always\GeneratedAlwaysTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/always/GeneratedAlwaysTest.java,GeneratedAlwaysTest.java,OrderLine,22,2,2,1,1,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\ComplexValueGenerationBaselineTests.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/ComplexValueGenerationBaselineTests.java,ComplexValueGenerationBaselineTests.java,NonAuditedEntity,24,2,3,1,1,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\ComplexValueGenerationTests.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/ComplexValueGenerationTests.java,ComplexValueGenerationTests.java,AuditedEntity,31,2,37,1,1,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\CreationTimestampTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/CreationTimestampTest.java,CreationTimestampTest.java,Event,9,3,3,1,1,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\CurrentTimestampAnnotationTests.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/CurrentTimestampAnnotationTests.java,CurrentTimestampAnnotationTests.java,AuditedEntity,15,2,19,1,1,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\DatabaseValueGenerationTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/DatabaseValueGenerationTest.java,DatabaseValueGenerationTest.java,FunctionCreationValueGeneration,16,7,7,1,1,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\DefaultGeneratedValueIdentityTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/DefaultGeneratedValueIdentityTest.java,DefaultGeneratedValueIdentityTest.java,FunctionCreationValueGeneration,41,6,11,1,1,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\DefaultGeneratedValueTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/DefaultGeneratedValueTest.java,DefaultGeneratedValueTest.java,TheEntity,41,4,14,2,2,0,true,false,false,false,false,false,false,false,false,true
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\delegate\GeneratedWritableDelegateTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/delegate/GeneratedWritableDelegateTest.java,GeneratedWritableDelegateTest.java,ValuesAndIdentity,25,11,18,2,2,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\delegate\MutationDelegateIdentityTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/delegate/MutationDelegateIdentityTest.java,MutationDelegateIdentityTest.java,IdentityAndValuesAndRowIdAndNaturalId,37,19,38,5,5,0,true,false,false,false,false,false,false,false,false,false
