"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"7","io.quarkus.annotation.processor.documentation.config.formatter","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\formatter\JavadocToAsciidocTransformer.java","3","516","The method 'appendEscapedAsciiDoc(StringBuilder, String, boolean, Context)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"1","io.quarkus.annotation.processor.documentation.config.merger","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\merger\ModelMerger.java","3","61","The method 'mergeModel(JavadocRepository, List<Path>, boolean)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","io.quarkus.annotation.processor.documentation.config.model","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\model\ConfigProperty.java","3","34","Avoid long parameter lists.","Design","ExcessiveParameterList"
"1","io.quarkus.annotation.processor.documentation.config.model","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\model\Extension.java","3","59","The method 'normalizeCommonOrInternal()' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","io.quarkus.annotation.processor.documentation.config.resolver","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\resolver\ConfigResolver.java","3","1","A value of 28 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.annotation.processor.documentation.config.resolver","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\resolver\ConfigResolver.java","3","92","The method 'resolveProperty(ConfigRoot, Map<String, ConfigSection>, ConfigPhase, ResolutionContext, DiscoveryConfigProperty)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","io.quarkus.annotation.processor.documentation.config.scanner","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\scanner\ConfigAnnotationScanner.java","3","1","A value of 25 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.annotation.processor.documentation.config.scanner","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\scanner\ConfigAnnotationScanner.java","3","43","Possible God Class (WMC=92, ATFD=49, TCC=22.876%)","Design","GodClass"
"3","io.quarkus.annotation.processor.documentation.config.scanner","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\scanner\ConfigAnnotationScanner.java","3","43","The class 'ConfigAnnotationScanner' has a total cyclomatic complexity of 92 (highest 20).","Design","CyclomaticComplexity"
"4","io.quarkus.annotation.processor.documentation.config.scanner","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\scanner\ConfigAnnotationScanner.java","3","43","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"5","io.quarkus.annotation.processor.documentation.config.scanner","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\scanner\ConfigAnnotationScanner.java","3","165","The method 'scanElement(List<ConfigAnnotationListener>, DiscoveryRootElement, TypeElement)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"6","io.quarkus.annotation.processor.documentation.config.scanner","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\scanner\ConfigAnnotationScanner.java","3","306","The method 'resolveType(TypeMirror)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","io.quarkus.annotation.processor.documentation.config.scanner","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\scanner\ConfigMappingListener.java","3","1","A value of 22 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.annotation.processor.documentation.config.scanner","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\scanner\ConfigMappingListener.java","3","43","The method 'onConfigRoot(TypeElement)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"3","io.quarkus.annotation.processor.documentation.config.scanner","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\scanner\ConfigMappingListener.java","3","129","The method 'onEnclosedMethod(DiscoveryRootElement, TypeElement, ExecutableElement, ResolvedType)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","io.quarkus.annotation.processor.documentation.config.util","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\util\ConfigNamingUtil.java","3","74","The method 'next()' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","io.quarkus.annotation.processor.documentation.config.util","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\util\JavadocUtil.java","3","91","The method 'parseConfigSectionJavadoc(String)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","io.quarkus.annotation.processor.extension","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\extension\ExtensionBuildProcessor.java","3","109","The method 'validateRecordBuildSteps(TypeElement)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","io.quarkus.annotation.processor.util","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\util\AccessorGenerator.java","3","51","The method 'generateAccessor(TypeElement)' has a cyclomatic complexity of 25.","Design","CyclomaticComplexity"
"1","io.quarkus.annotation.processor.util","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\util\ElementUtil.java","3","32","The method 'getQualifiedName(TypeMirror)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","io.quarkus.annotation.processor.util","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\util\ExtensionUtil.java","3","70","The method 'getExtensionModuleFromPom(Path, Document)' has a cyclomatic complexity of 29.","Design","CyclomaticComplexity"
"1","io.quarkus.annotation.processor.documentation.config.formatter","..\dataset\projects\quarkus\core\processor\src\test\java\io\quarkus\annotation\processor\documentation\config\formatter\JavadocToAsciidocTransformerConfigItemTest.java","3","15","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.annotation.processor.documentation.config.util","..\dataset\projects\quarkus\core\processor\src\test\java\io\quarkus\annotation\processor\documentation\config\util\JavadocUtilTest.java","3","17","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.devservices.crossclassloader.runtime","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\devservices\crossclassloader\runtime\ComparableDevServicesConfig.java","3","34","The method 'reflectiveEquals(Object, Object)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","io.quarkus.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\logging\Log.java","3","13","The class 'Log' has a total cyclomatic complexity of 604 (highest 3).","Design","CyclomaticComplexity"
"2","io.quarkus.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\logging\Log.java","3","13","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.runtime","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\Application.java","3","81","The method 'start(String[])' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"2","io.quarkus.runtime","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\Application.java","3","174","The method 'stop(Runnable)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"1","io.quarkus.runtime","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\ApplicationLifecycleManager.java","3","48","Possible God Class (WMC=71, ATFD=18, TCC=7.018%)","Design","GodClass"
"2","io.quarkus.runtime","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\ApplicationLifecycleManager.java","3","48","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"3","io.quarkus.runtime","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\ApplicationLifecycleManager.java","3","105","The method 'run(Application, Class<? extends QuarkusApplication>, BiConsumer<Integer, Throwable>, String[])' has a cyclomatic complexity of 30.","Design","CyclomaticComplexity"
"1","io.quarkus.runtime","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\ExecutorRecorder.java","3","78","The method 'run()' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","io.quarkus.runtime","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\Quarkus.java","3","32","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.quarkus.runtime","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\Quarkus.java","3","259","The method 'manualInitialize()' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","io.quarkus.runtime","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\Quarkus.java","3","298","The method 'manualStart()' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","io.quarkus.runtime","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\TemplateHtmlBuilder.java","3","15","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.runtime","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\ValueRegistryImpl.java","3","1","A value of 25 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"1","io.quarkus.runtime.configuration","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\configuration\AbstractConfigBuilder.java","3","32","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.runtime.configuration","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\configuration\ConfigDiagnostic.java","3","36","Possible God Class (WMC=54, ATFD=29, TCC=18.382%)","Design","GodClass"
"2","io.quarkus.runtime.configuration","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\configuration\ConfigDiagnostic.java","3","36","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"3","io.quarkus.runtime.configuration","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\configuration\ConfigDiagnostic.java","3","110","The method 'unknownProperties(Set<String>)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"4","io.quarkus.runtime.configuration","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\configuration\ConfigDiagnostic.java","3","261","The method 'unknownConfigFiles(Set<Path>)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","io.quarkus.runtime.configuration","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\configuration\ConfigRecorder.java","3","26","The method 'handleConfigChange(List<ConfigValue>)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","io.quarkus.runtime.configuration","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\configuration\DurationConverter.java","3","27","The method 'parseDuration(String)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"1","io.quarkus.runtime.configuration","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\configuration\NameIterator.java","3","7","The class 'NameIterator' has a total cyclomatic complexity of 85 (highest 17).","Design","CyclomaticComplexity"
"2","io.quarkus.runtime.configuration","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\configuration\NameIterator.java","3","7","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"3","io.quarkus.runtime.configuration","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\configuration\NameIterator.java","3","110","The method 'nextPos(int)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"4","io.quarkus.runtime.configuration","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\configuration\NameIterator.java","3","152","The method 'prevPos(int)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"1","io.quarkus.runtime.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\logging\LogCleanupFilter.java","3","29","The method 'isLoggable(LogRecord)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","io.quarkus.runtime.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\logging\LogRuntimeConfig.java","3","36","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.quarkus.runtime.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\logging\LogRuntimeConfig.java","3","335","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.runtime.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\logging\LoggingSetupRecorder.java","3","1","A value of 78 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.runtime.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\logging\LoggingSetupRecorder.java","3","76","Possible God Class (WMC=137, ATFD=150, TCC=1.186%)","Design","GodClass"
"3","io.quarkus.runtime.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\logging\LoggingSetupRecorder.java","3","76","The class 'LoggingSetupRecorder' has a total cyclomatic complexity of 137 (highest 24).","Design","CyclomaticComplexity"
"4","io.quarkus.runtime.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\logging\LoggingSetupRecorder.java","3","76","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"5","io.quarkus.runtime.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\logging\LoggingSetupRecorder.java","3","134","The method 'initializeLogging(DiscoveredLogComponents, Map<String, InheritableLevel>, boolean, RuntimeValue<Optional<Handler>>, List<RuntimeValue<Optional<Handler>>>, List<RuntimeValue<Map<String, Handler>>>, List<RuntimeValue<Optional<Formatter>>>, List<RuntimeValue<Optional<Formatter>>>, List<RuntimeValue<Optional<Formatter>>>, List<RuntimeValue<Optional<Formatter>>>, List<RuntimeValue<Map<NamedHandlerType, Map<String, Optional<Formatter>>>>>, RuntimeValue<Optional<Supplier<String>>>, LaunchMode, boolean)' has a cyclomatic complexity of 24.","Design","CyclomaticComplexity"
"6","io.quarkus.runtime.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\logging\LoggingSetupRecorder.java","3","134","Avoid long parameter lists.","Design","ExcessiveParameterList"
"7","io.quarkus.runtime.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\logging\LoggingSetupRecorder.java","3","445","The method 'createNamedHandlers(LogRuntimeConfig, ConsoleRuntimeConfig, List<RuntimeValue<Map<String, Handler>>>, Map<NamedHandlerType, Map<String, Optional<Formatter>>>, List<RuntimeValue<Optional<Formatter>>>, List<RuntimeValue<Optional<Formatter>>>, List<RuntimeValue<Optional<Formatter>>>, List<RuntimeValue<Optional<Formatter>>>, ErrorManager, LogCleanupFilter, Map<String, Filter>, LaunchMode, ShutdownNotifier, boolean)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"8","io.quarkus.runtime.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\logging\LoggingSetupRecorder.java","3","445","Avoid long parameter lists.","Design","ExcessiveParameterList"
"9","io.quarkus.runtime.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\logging\LoggingSetupRecorder.java","3","633","The method 'configureConsoleHandler(ConsoleConfig, ConsoleRuntimeConfig, ErrorManager, LogCleanupFilter, Map<String, Filter>, List<RuntimeValue<Optional<Formatter>>>, RuntimeValue<Optional<Supplier<String>>>, LaunchMode, boolean)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"10","io.quarkus.runtime.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\logging\LoggingSetupRecorder.java","3","715","The method 'configureFileHandler(FileConfig, ErrorManager, LogCleanupFilter, Map<String, Filter>, List<RuntimeValue<Optional<Formatter>>>, boolean)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"11","io.quarkus.runtime.logging","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\logging\LoggingSetupRecorder.java","3","797","The method 'configureSyslogHandler(SyslogConfig, ErrorManager, LogCleanupFilter, Map<String, Filter>, List<RuntimeValue<Optional<Formatter>>>, boolean)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"1","io.quarkus.runtime.metrics","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\metrics\MetricsFactory.java","3","48","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.runtime.util","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\util\ClassPathUtils.java","3","137","The method 'processAsPath(URL, Function<Path, R>)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","io.quarkus.runtime.util","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\util\ForwardingExecutorService.java","3","16","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.runtime.util","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\util\StringUtil.java","3","10","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.quarkus.runtime.util","..\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\util\StringUtil.java","3","36","The method 'next()' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","io.quarkus.devservices.crossclassloader.runtime","..\dataset\projects\quarkus\core\runtime\src\test\java\io\quarkus\devservices\crossclassloader\runtime\ComparableDevServicesConfigTest.java","3","16","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.logging","..\dataset\projects\quarkus\core\runtime\src\test\java\io\quarkus\logging\LoggingApiCompletenessTest.java","3","17","The method 'compareWithJbossLogging()' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","io.quarkus.runtime.configuration","..\dataset\projects\quarkus\core\runtime\src\test\java\io\quarkus\runtime\configuration\ConfigProfileTestCase.java","3","22","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.runtime.configuration","..\dataset\projects\quarkus\core\runtime\src\test\java\io\quarkus\runtime\configuration\DurationConverterTestCase.java","3","11","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.runtime.configuration","..\dataset\projects\quarkus\core\runtime\src\test\java\io\quarkus\runtime\configuration\MemorySizeConverterTestCase.java","3","11","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
